instance_id,token,pred_tag,attribution_score
tensor(361),f,O,-0.0023560775443911552
tensor(361),##t,O,0.006183255929499865
tensor(361),weil,O,-0.0029118740931153297
tensor(361),wir,O,-0.004519034177064896
tensor(361),alle,O,0.0022127956617623568
tensor(361),gezwungen,O,-0.0007960889488458633
tensor(361),werden,O,0.006442573852837086
tensor(361),aus,O,0.0013177356449887156
tensor(361),Papier,O,0.000901675783097744
tensor(361),#,O,0.016324326395988464
tensor(361),#,O,0.017466435208916664
tensor(361),st,O,-0.002359213773161173
tensor(361),##r,O,-0.010829547420144081
tensor(361),#,O,0.016939999535679817
tensor(361),#,O,0.010417303070425987
tensor(361),o,O,-0.004849274177104235
tensor(361),#,O,0.0007589596789330244
tensor(361),#,O,-0.0015271548181772232
tensor(361),h,O,-0.0037038831505924463
tensor(361),#,O,0.009375213645398617
tensor(361),#,O,0.008303884416818619
tensor(361),hal,O,0.002507824683561921
tensor(361),#,O,0.0042001912370324135
tensor(361),#,O,-0.00024936621775850654
tensor(361),men,O,-0.007074802648276091
tensor(361),zu,O,-0.008448682725429535
tensor(361),trinken,O,-0.004228970967233181
tensor(361),während,O,0.007151421625167131
tensor(361),das,O,-0.0034015863202512264
tensor(361),Teil,O,-0.0017900473903864622
tensor(361),hier,O,0.007650921121239662
tensor(361),existiert,O,0.014842559583485126
tensor(69),Do,O,-0.02144044078886509
tensor(69),#,O,-0.00016140867955982685
tensor(69),#,O,0.0012726779095828533
tensor(69),it,O,0.0009822058491408825
tensor(69),##sch,O,-0.001011580228805542
tensor(69),#,O,-0.0010219542309641838
tensor(69),#,O,0.0019962259102612734
tensor(69),e,O,-0.000647085951641202
tensor(69),Blau,O,-0.0027477205730974674
tensor(69),#,O,0.008202478289604187
tensor(69),#,O,0.010319843888282776
tensor(69),ha,O,-0.00033518404234200716
tensor(69),#,O,0.009999411180615425
tensor(69),#,O,0.006511795800179243
tensor(69),k,O,-0.001997981918975711
tensor(69),##en,O,-0.0034063844941556454
tensor(69),Tro,O,-0.002667573746293783
tensor(69),#,O,0.01210559532046318
tensor(69),#,O,0.008582047186791897
tensor(69),t,O,0.0006198175251483917
tensor(69),##t,O,-0.004680934827774763
tensor(69),#,O,0.009540783241391182
tensor(69),#,O,0.012636707164347172
tensor(69),el,O,-0.0007451779674738646
tensor(69),so,O,-0.003399996552616358
tensor(69),:,O,0.00990351289510727
tensor(69),W,O,0.004053961019963026
tensor(69),#,O,0.008796430192887783
tensor(69),#,O,0.009939387440681458
tensor(69),AS,O,-0.0018738568760454655
tensor(69),?,O,0.0066266958601772785
tensor(69),M,O,-0.005110547877848148
tensor(69),#,O,0.009786967188119888
tensor(69),#,O,0.012616725638508797
tensor(69),AN,O,0.001806345535442233
tensor(69),DA,O,0.0075310999527573586
tensor(69),#,O,0.011241056956350803
tensor(69),#,O,0.011492302641272545
tensor(69),R,O,-0.007377247791737318
tensor(69),##F,O,0.0019004957284778357
tensor(69),S,O,0.007367060519754887
tensor(69),#,O,-0.0006698305951431394
tensor(69),#,O,-0.0037295303773134947
tensor(69),E,O,-0.0024680746719241142
tensor(69),#,O,-0.0008296766318380833
tensor(69),#,O,0.0009311030153185129
tensor(69),I,O,-0.0029820085037499666
tensor(69),##N,O,-0.003121079644188285
tensor(69),#,O,0.00013461813796311617
tensor(69),#,O,-7.753208046779037e-05
tensor(69),E,O,0.004678558558225632
tensor(69),K,O,0.008172539994120598
tensor(69),#,O,-0.032514993101358414
tensor(69),#,O,-0.005318683572113514
tensor(69),UN,O,-0.0001958414795808494
tensor(69),#,O,0.003726897295564413
tensor(69),#,O,0.000409067259170115
tensor(69),D,O,-0.004774718079715967
tensor(69),##E,O,0.003380965907126665
tensor(69),#,O,0.002397313714027405
tensor(69),#,O,0.011028177104890347
tensor(69),N,O,0.007056552916765213
tensor(69),N,O,0.007828610017895699
tensor(69),#,O,0.00815177708864212
tensor(69),#,O,0.011291831731796265
tensor(69),IC,O,-1.5838537365198135e-05
tensor(69),#,O,0.0066885435953736305
tensor(69),#,O,0.008058669045567513
tensor(69),H,O,-0.0007906514802016318
tensor(69),#,O,0.008240687660872936
tensor(69),#,O,0.007794711738824844
tensor(69),T,O,0.002520785667002201
tensor(69),M,O,-0.01025835145264864
tensor(69),#,O,0.0014330727281048894
tensor(69),#,O,0.0001568114385008812
tensor(69),E,O,-0.002568399766460061
tensor(69),#,O,-0.0002956229727715254
tensor(69),#,O,-0.0036748202983289957
tensor(69),H,O,0.0009965603239834309
tensor(69),#,O,0.01198077667504549
tensor(69),#,O,0.003268083557486534
tensor(69),R,O,-0.008191945031285286
tensor(69),B,O,-0.006089520640671253
tensor(69),#,O,0.00737571157515049
tensor(69),#,O,0.006444448139518499
tensor(69),E,O,-0.0013738926500082016
tensor(69),##L,O,-0.004291890189051628
tensor(69),#,O,-0.016192622482776642
tensor(69),#,O,-0.014434545300900936
tensor(69),Ü,O,-0.006158547475934029
tensor(69),#,O,0.0037864279001951218
tensor(69),#,O,0.008894406259059906
tensor(69),G,O,-0.0023148409090936184
tensor(69),#,O,0.011069780215620995
tensor(69),#,O,0.010253889486193657
tensor(69),EN,O,0.010297844186425209
tensor(69),?,O,0.023232832551002502
tensor(69),SK,O,0.014881530776619911
tensor(69),#,O,0.014718854799866676
tensor(69),#,O,0.00560360262170434
tensor(69),AN,O,0.008710728958249092
tensor(69),#,O,0.0005526049062609673
tensor(69),#,O,0.0006745718419551849
tensor(69),DA,B-negative,-0.005843838211148977
tensor(69),#,O,0.011468411423265934
tensor(69),#,O,0.005991609767079353
tensor(69),L,O,-0.006243465468287468
tensor(69),!,O,0.00936315767467022
tensor(69),!,B-negative,-0.001962649403139949
tensor(69),!,O,0.022691940888762474
tensor(69),Jetzt,O,0.005231033079326153
tensor(69),w,B-negative,-0.013949605636298656
tensor(69),#,B-negative,0.010573573410511017
tensor(69),#,B-negative,0.012374221347272396
tensor(69),ä,B-negative,-0.0019279626430943608
tensor(69),##hle,B-negative,-5.385535769164562e-05
tensor(69),ich,B-negative,0.009106357581913471
tensor(69),erst,B-negative,0.004191034473478794
tensor(69),Recht,B-negative,-0.006513784173876047
tensor(69),den,B-negative,0.0023040075320750475
tensor(69),Fasch,B-negative,-0.0004273692611604929
tensor(69),#,B-negative,0.007766971364617348
tensor(69),#,O,0.0057119629345834255
tensor(69),is,O,-0.008061576634645462
tensor(69),##mus,O,-0.01097303256392479
tensor(69),.,O,-0.003615358378738165
tensor(769),"""",O,0.010797442868351936
tensor(769),Klima,O,-0.005916925147175789
tensor(769),#,O,0.0024826922453939915
tensor(769),#,O,0.004051730036735535
tensor(769),er,O,-0.006254106760025024
tensor(769),#,O,-0.0006620618514716625
tensor(769),#,O,0.0034189545549452305
tensor(769),h,O,-0.007370064966380596
tensor(769),##i,O,-0.0050512757152318954
tensor(769),#,O,0.008204534649848938
tensor(769),#,O,0.009461509063839912
tensor(769),t,O,-0.0031824682373553514
tensor(769),##z,O,-0.00416488666087389
tensor(769),#,O,0.008492791093885899
tensor(769),#,O,0.010569095611572266
tensor(769),ung,O,-0.0028534741140902042
tensor(769),"""",O,0.010727503336966038
tensor(769),.,O,0.016703810542821884
tensor(769),"""",O,0.008462977595627308
tensor(769),Wir,O,-0.0009029456414282322
tensor(769),müssen,O,-0.005481638014316559
tensor(769),jetzt,O,-0.006780928932130337
tensor(769),in,O,-0.012917211279273033
tensor(769),den,O,-0.006204918958246708
tensor(769),Notfall,O,-0.00354007794521749
tensor(769),#,O,0.012739263474941254
tensor(769),#,O,0.005952908657491207
tensor(769),mod,O,0.0003171830903738737
tensor(769),#,O,0.009788790717720985
tensor(769),#,O,0.0073754810728132725
tensor(769),us,O,0.0015672100707888603
tensor(769),ums,O,0.001759996055625379
tensor(769),#,O,0.010869745165109634
tensor(769),#,O,0.01400727778673172
tensor(769),ch,O,-0.007481670007109642
tensor(769),#,O,0.010593983344733715
tensor(769),#,O,0.01233099028468132
tensor(769),alten,O,0.003157353959977627
tensor(769),.,O,0.0005949955084361136
tensor(769),"""",O,0.005938950926065445
tensor(769),Mehr,O,-0.01201542653143406
tensor(769),Alarm,O,-4.590628668665886e-05
tensor(769),#,O,-0.0051918188109993935
tensor(769),#,O,-0.004641083534806967
tensor(769),is,O,-0.009594395756721497
tensor(769),##mus,O,-0.006291601806879044
tensor(769),geht,O,0.0019612908363342285
tensor(769),kaum,O,-0.006583043839782476
tensor(769),.,O,0.0036151320673525333
tensor(769),Wir,O,0.004750765860080719
tensor(769),müssen,O,-0.001449425588361919
tensor(769),in,O,0.007866841740906239
tensor(769),der,O,0.018087100237607956
tensor(769),Tat,O,-0.010358592495322227
tensor(769),sehr,O,0.00016587658319622278
tensor(769),schnell,O,0.0005360960494726896
tensor(769),handeln,O,0.002835760358721018
tensor(769),",",O,-0.0077338796108961105
tensor(769),aber,O,-0.007245742715895176
tensor(769),nicht,O,0.0010592995677143335
tensor(769),in,O,-0.01151852123439312
tensor(769),Sinne,O,-0.0016709184274077415
tensor(769),der,O,0.0021080616861581802
tensor(769),deutschen,O,-0.0042699361220002174
tensor(769),Klima,O,-0.0005994538078084588
tensor(769),#,O,0.011214270256459713
tensor(769),#,O,0.00787772424519062
tensor(769),polit,O,0.00193204905372113
tensor(769),##ik,O,-0.0033371574245393276
tensor(769),",",O,0.004536139778792858
tensor(769),die,O,0.0014666169881820679
tensor(769),man,O,-0.0027788588777184486
tensor(769),am,O,-0.005173501558601856
tensor(769),besten,O,-0.0016129404539242387
tensor(769),sofort,O,0.0011632009409368038
tensor(769),beenden,O,-0.0006877323612570763
tensor(769),würde,O,-0.0031355221290141344
tensor(769),",",O,-0.006624829489737749
tensor(769),da,O,-0.0037628519348800182
tensor(769),sie,O,-0.006150899920612574
tensor(769),eher,O,-0.00330855674110353
tensor(769),sch,O,-0.00996474176645279
tensor(769),#,O,0.00020646897610276937
tensor(769),#,B-negative,-0.0016043325886130333
tensor(769),ad,O,0.0032936923671513796
tensor(769),##et,O,-0.007329350803047419
tensor(769),als,O,-0.006697812117636204
tensor(769),nutzt,O,0.0011283489875495434
tensor(769),.,O,-0.01559695228934288
tensor(769),Wenn,O,-0.005747350864112377
tensor(769),wir,O,0.004557238891720772
tensor(769),so,O,-0.002810094505548477
tensor(769),weiter,O,0.004870494827628136
tensor(769),machen,O,0.003776581957936287
tensor(769),",",O,0.00979045033454895
tensor(769),gibt,O,0.0030908493790775537
tensor(769),es,O,-0.01612645760178566
tensor(769),bald,O,-0.0015864865854382515
tensor(769),keine,O,-0.008273035287857056
tensor(769),Industrie,O,0.003645479679107666
tensor(769),mehr,O,-0.013006380759179592
tensor(769),bei,O,-0.006282850168645382
tensor(769),uns,O,-0.014908882789313793
tensor(769),und,O,-0.012297759763896465
tensor(769),wir,O,-0.00178665725979954
tensor(769),haben,O,-8.19438137114048e-05
tensor(769),massive,O,0.013350220397114754
tensor(769),Verteilung,O,0.0015610865084454417
tensor(769),#,B-negative,0.0015804902650415897
tensor(769),#,O,0.005137151572853327
tensor(769),sk,O,0.0032961342949420214
tensor(769),##on,O,-0.014517642557621002
tensor(769),#,O,0.007524963468313217
tensor(769),#,O,-0.0020024615805596113
tensor(769),fl,O,0.0038601323030889034
tensor(769),##ikt,O,-0.004524474497884512
tensor(769),#,B-negative,0.0010569831356406212
tensor(769),#,O,0.013818224892020226
tensor(769),e,O,-0.0009742886759340763
tensor(769),.,O,0.005275263451039791
tensor(769),Das,O,-0.0026137889362871647
tensor(769),kann,B-negative,-0.002337413839995861
tensor(769),keiner,B-negative,0.015652423724532127
tensor(769),wollen,B-negative,0.003074226202443242
tensor(769),.,B-negative,-0.002900073304772377
tensor(147),wie,O,0.006899680942296982
tensor(147),kann,O,0.030292581766843796
tensor(147),man,O,0.01097601093351841
tensor(147),so,O,0.023812144994735718
tensor(147),#,O,-0.012487618252635002
tensor(147),#,O,-0.010051997378468513
tensor(147),was,O,0.0012828311882913113
tensor(147),noch,O,0.006221734918653965
tensor(147),ignor,O,0.001995617290958762
tensor(147),#,O,0.007638912182301283
tensor(147),#,O,0.038660965859889984
tensor(147),i,O,-0.02236143685877323
tensor(147),##eren,O,0.008591637946665287
tensor(397),Die,O,0.03311217948794365
tensor(397),letzte,O,-0.021370455622673035
tensor(397),Generation,O,0.009576852433383465
tensor(397),sch,O,0.008510250598192215
tensor(397),#,O,-0.008385898545384407
tensor(397),#,O,-0.001172150019556284
tensor(397),ad,O,-0.0059388731606304646
tensor(397),##et,O,-0.008549517951905727
tensor(397),dem,O,-0.00858362764120102
tensor(397),Klima,O,0.026718825101852417
tensor(397),.,O,0.04374346509575844
tensor(939),Mit,O,0.05239751562476158
tensor(939),Zwei,O,0.014628393575549126
tensor(939),-,O,0.0047116512432694435
tensor(939),Staaten,O,0.009932898916304111
tensor(939),-,O,0.005809432826936245
tensor(939),Lösung,O,0.0017866386333480477
tensor(939),wäre,O,0.007370263338088989
tensor(939),es,O,-0.016436204314231873
tensor(939),nie,O,-0.0006507621146738529
tensor(939),soweit,O,0.01094105001538992
tensor(939),gekommen,O,0.010348031297326088
tensor(939),!,O,0.03240266814827919
tensor(465),Wenn,O,0.010568988509476185
tensor(465),Demokraten,O,0.010830170474946499
tensor(465),auf,O,0.02102663181722164
tensor(465),die,O,0.022279853001236916
tensor(465),Straße,O,-0.003953041508793831
tensor(465),geh,O,-0.004991887602955103
tensor(465),',O,-0.00203850120306015
tensor(465),n,O,-0.005832566414028406
tensor(465),",",O,0.003958714194595814
tensor(465),wird,O,0.003072707913815975
tensor(465),',O,0.00375771033577621
tensor(465),s,O,-0.006803906988352537
tensor(465),für,O,-0.003749141003936529
tensor(465),die,O,0.003175273071974516
tensor(465),Rechten,O,0.01046828180551529
tensor(465),unbe,O,0.010802334174513817
tensor(465),#,B-negative,0.003402530215680599
tensor(465),#,O,-0.0007174434140324593
tensor(465),qu,O,0.0019783033058047295
tensor(465),##em,O,-0.004515509121119976
tensor(465),-,O,0.01651405543088913
tensor(465),und,O,-0.0019218387315049767
tensor(465),das,O,-0.006375118158757687
tensor(465),ist,O,-0.0017569181509315968
tensor(465),auch,O,-0.0014447409193962812
tensor(465),gut,O,-0.010713214054703712
tensor(465),so,O,0.001296275295317173
tensor(465),!,O,-0.011884262785315514
tensor(107),Wer,O,0.0018526744097471237
tensor(107),den,O,0.005058904178440571
tensor(107),Staat,O,-0.003963351249694824
tensor(107),Israel,O,-0.0011230576783418655
tensor(107),kritisiert,O,0.00014712195843458176
tensor(107),",",O,0.009130771271884441
tensor(107),ist,O,-0.0025473046116530895
tensor(107),noch,O,0.0034641355741769075
tensor(107),lange,O,-0.0008436029893346131
tensor(107),kein,O,-0.005591372959315777
tensor(107),Antisemit,O,0.004126191139221191
tensor(107),.,O,0.02451096475124359
tensor(107),85,O,-0.0011707962257787585
tensor(107),%,O,0.0042466516606509686
tensor(107),der,O,0.004130135290324688
tensor(107),jüdischen,O,0.0010497462935745716
tensor(107),Bevölkerung,O,0.0009983011987060308
tensor(107),distanz,O,0.0023274761624634266
tensor(107),#,O,0.0002962648868560791
tensor(107),#,O,0.004683592822402716
tensor(107),i,O,-0.0034519806504249573
tensor(107),##ert,O,-0.005102439317852259
tensor(107),sich,O,-0.008904603309929371
tensor(107),ganz,O,-0.0026450601872056723
tensor(107),klar,O,-0.003800133476033807
tensor(107),von,O,0.007429556921124458
tensor(107),der,O,0.015940116718411446
tensor(107),israelischen,O,0.0052821021527051926
tensor(107),Regierung,O,0.03148111328482628
tensor(107),.,O,-0.01992073282599449
tensor(579),Man,O,-0.012978113256394863
tensor(579),kann,O,0.0008402969688177109
tensor(579),2,O,-0.0017315491568297148
tensor(579),Stunden,O,-0.009424958378076553
tensor(579),mit,O,-0.0074172960594296455
tensor(579),Putin,O,0.005202854052186012
tensor(579),reden,O,-0.0036555230617523193
tensor(579),",",O,-0.007177879102528095
tensor(579),ohne,O,-0.0011692210100591183
tensor(579),russische,O,-2.4204375222325325e-05
tensor(579),Kriegs,O,-8.595944382250309e-05
tensor(579),#,O,0.012425564229488373
tensor(579),#,O,0.011825880035758018
tensor(579),verbr,O,0.010823719203472137
tensor(579),##echen,O,0.00437831599265337
tensor(579),in,O,-0.0013185865245759487
tensor(579),der,O,0.0009360061958432198
tensor(579),Ukraine,O,0.007215012330561876
tensor(579),zu,O,-0.008612236008048058
tensor(579),erwä,O,0.005899378564208746
tensor(579),#,O,0.007696482352912426
tensor(579),#,O,0.002497913781553507
tensor(579),h,O,-0.007261959835886955
tensor(579),##nen,O,0.003025942947715521
tensor(579),.,O,0.013596453703939915
tensor(579),Ohne,O,0.000659691751934588
tensor(579),Widerspruch,O,-0.0016105972463265061
tensor(579),zur,O,0.005681769456714392
tensor(579),absur,O,-0.004740305710583925
tensor(579),#,B-negative,-0.004599320236593485
tensor(579),#,B-negative,-0.005642684176564217
tensor(579),den,O,-0.004369122441858053
tensor(579),Behauptung,O,0.00041269336361438036
tensor(579),",",O,0.008682440966367722
tensor(579),die,O,0.00273827463388443
tensor(579),Ukraine,O,-0.002264887560158968
tensor(579),hätte,O,-0.003956892061978579
tensor(579),den,O,0.0002620730083435774
tensor(579),Krieg,O,0.008028773590922356
tensor(579),begonnen,O,0.0038420376367866993
tensor(579),.,O,0.005662229843437672
tensor(579),Ohne,O,0.0025856296997517347
tensor(579),Na,O,-0.003944778349250555
tensor(579),#,O,-0.0016359825385734439
tensor(579),#,O,0.00466889189556241
tensor(579),wa,O,-0.008712103590369225
tensor(579),##l,O,-0.00660016480833292
tensor(579),#,O,0.005489315837621689
tensor(579),#,O,0.005664241034537554
tensor(579),n,O,-0.001370660262182355
tensor(579),##y,O,-0.003985347226262093
tensor(579),zu,O,-0.007779696490615606
tensor(579),erwä,O,0.0023780660703778267
tensor(579),#,O,0.009659644216299057
tensor(579),#,O,0.011449966579675674
tensor(579),h,O,7.571431342512369e-05
tensor(579),##nen,O,0.006761285476386547
tensor(579),o,O,-5.9531768783926964e-05
tensor(579),.,O,0.0032786321826279163
tensor(579),die,O,-0.0001844275975599885
tensor(579),pol,O,0.0025504641234874725
tensor(579),.,O,0.0022420783061534166
tensor(579),Rep,O,-0.000772112631238997
tensor(579),#,O,0.009609950706362724
tensor(579),#,O,0.012143069878220558
tensor(579),res,O,-0.0020433091558516026
tensor(579),##s,O,-0.00869759265333414
tensor(579),#,O,0.0074584344401955605
tensor(579),#,O,0.00516161136329174
tensor(579),i,O,-0.009276418015360832
tensor(579),##on,O,-0.012236898764967918
tensor(579),in,O,-0.010934581980109215
tensor(579),Russland,O,0.0010759476572275162
tensor(579),.,O,0.008086672984063625
tensor(579),Aber,O,-0.003986302763223648
tensor(579),man,O,0.0016354997642338276
tensor(579),soll,O,-0.004753365647047758
tensor(579),es,O,-0.006681794300675392
tensor(579),nicht,O,-0.0015230345306918025
tensor(579),[UNK],O,-0.011147316545248032
tensor(579),Interview,O,-0.0012718698708340526
tensor(579),[UNK],O,-0.006566164083778858
tensor(579),nennen,O,-0.005193477496504784
tensor(579),.,O,0.016067586839199066
tensor(424),gel,O,-0.03507199510931969
tensor(424),#,O,-0.014900037087500095
tensor(424),#,O,-0.007516676560044289
tensor(424),d,O,-0.013272217474877834
tensor(424),und,O,-0.003365029115229845
tensor(424),wa,O,-0.002978603821247816
tensor(424),#,O,0.00487216142937541
tensor(424),#,O,0.004700958728790283
tensor(424),ff,O,-0.0006399638950824738
tensor(424),##en,O,-0.010329616256058216
tensor(424),für,O,0.006506079807877541
tensor(424),krie,O,0.00792031642049551
tensor(424),#,O,0.009373179636895657
tensor(424),#,O,0.004537420347332954
tensor(424),g,O,-0.007149228826165199
tensor(424),##s,O,-0.005286935716867447
tensor(424),#,O,0.009136968292295933
tensor(424),#,O,-0.0009616175666451454
tensor(424),geb,O,-0.00389264989644289
tensor(424),##iete,O,-0.004546660929918289
tensor(424),hat,O,-0.008944690227508545
tensor(424),immer,O,-0.00554350670427084
tensor(424),schon,O,0.003757094033062458
tensor(424),fried,O,0.00853189080953598
tensor(424),#,B-negative,0.004406898282468319
tensor(424),#,B-negative,-0.0043626632541418076
tensor(424),en,O,0.0037348736077547073
tensor(424),gebracht,O,0.0059420205652713776
tensor(256),Wir,O,-0.001974191516637802
tensor(256),Menschen,O,-0.013491325080394745
tensor(256),schaffen,O,0.012619709596037865
tensor(256),es,O,0.007034745067358017
tensor(256),!,O,-0.000722167082130909
tensor(256),Unsere,O,0.007828060537576675
tensor(256),#,O,0.004906506277620792
tensor(256),#,O,-0.0014696044381707907
tensor(256),n,O,-0.004876536317169666
tensor(256),Plan,O,-0.0006598066538572311
tensor(256),#,B-negative,0.005990557838231325
tensor(256),#,O,0.02485516294836998
tensor(256),et,O,0.008726767264306545
tensor(256),zu,B-negative,0.0007625528378412127
